TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
poetry	O	_	_	_	_	_	_	_	_
(	O	_	_	_	_	_	_	_	NoSpaceAfter
Eur.	B-primary-full	_	_	_	_	_	_	_	InPrimaryReference
Ion	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference
32	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference
αὐτ	O	_	_	_	_	_	_	_	NoSpaceAfter
’	O	_	_	_	_	_	_	_	_
ξὺν	O	_	_	_	_	_	_	_	_
ἄγγει).	O	_	_	_	_	_	_	_	NoSpaceAfter
—	O	_	_	_	_	_	_	_	_
ἐπιστάταῖς,	O	_	_	_	_	_	_	_	NoSpaceAfter
‘	O	_	_	_	_	_	_	_	NoSpaceAfter
overseers,’	O	_	_	_	_	_	_	_	_
masters	O	_	_	_	_	_	_	_	NoSpaceAfter
’	O	_	_	_	_	_	_	_	_
or	O	_	_	_	_	_	_	_	_
‘	O	_	_	_	_	_	_	_	NoSpaceAfter
guardians’	O	_	_	_	_	_	_	_	_
of	O	_	_	_	_	_	_	_	_
them	O	_	_	_	_	_	_	_	NoSpaceAfter
;	O	_	_	_	_	_	_	_	_
as	O	_	_	_	_	_	_	_	_
a	O	_	_	_	_	_	_	_	_
warrior	O	_	_	_	_	_	_	_	_
is	O	_	_	_	_	_	_	_	_
ὅπλων	O	_	_	_	_	_	_	_	_
ἐπιστάτης	O	_	_	_	_	_	_	_	_
(	O	_	_	_	_	_	_	_	NoSpaceAfter
Aesch.	B-primary-full	_	_	_	_	_	_	_	InPrimaryReference
Prs	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter
.	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference
379)	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter|Partial-0:3
,	O	_	_	_	_	_	_	_	_
and	O	_	_	_	_	_	_	_	_
a	O	_	_	_	_	_	_	_	_
rower	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
ἐρετμῶν	O	_	_	_	_	_	_	_	_
(	O	_	_	_	_	_	_	_	NoSpaceAfter
Eur.	B-primary-full	_	_	_	_	_	_	_	InPrimaryReference
Helen	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter
.	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference
1267)	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter|Partial-0:4
.	O	_	_	_	_	_	_	_	EndOfSentence
Cp	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	_
Eur	B-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter
.	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference
fr	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter
.	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference
188	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter
.	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference
4	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference
σκάπτων	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
ἀρῶν	O	_	_	_	_	_	_	_	_
γῆν	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
ποιμνίοις	O	_	_	_	_	_	_	_	_
ἐπιστατῶν.	O	_	_	_	_	_	_	_	NoSpaceAfter
The	O	_	_	_	_	_	_	_	_
herdsmen	O	_	_	_	_	_	_	_	_
being	O	_	_	_	_	_	_	_	_
dead	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
there	O	_	_	_	_	_	_	_	_
was	O	_	_	_	_	_	_	_	_
no	O	_	_	_	_	_	_	_	_
one	O	_	_	_	_	_	_	_	_
who	O	_	_	_	_	_	_	_	_
could	O	_	_	_	_	_	_	_	_
identify	O	_	_	_	_	_	_	_	_
the	O	_	_	_	_	_	_	_	_
as	O	_	_	_	_	_	_	_	NoSpaceAfter
-	O	_	_	_	_	_	_	_	EndOfSentence
28	O	_	_	_	_	_	_	_	_
πᾶς	O	_	_	_	_	_	_	_	_
τις	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	_
The	O	_	_	_	_	_	_	_	_
deed	O	_	_	_	_	_	_	_	_
was	O	_	_	_	_	_	_	_	_
found	O	_	_	_	_	_	_	_	_
out	O	_	_	_	_	_	_	_	_
at	O	_	_	_	_	_	_	_	_
dawn	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	EndOfSentence
Common	O	_	_	_	_	_	_	_	_
rumour	O	_	_	_	_	_	_	_	_
at	O	_	_	_	_	_	_	_	_
once	O	_	_	_	_	_	_	_	_
pointed	O	_	_	_	_	_	_	_	_
to	O	_	_	_	_	_	_	_	_
Ajax	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	EndOfSentence
Then	O	_	_	_	_	_	_	_	_
the	O	_	_	_	_	_	_	_	_
ὀπτήρ	O	_	_	_	_	_	_	_	_
(	O	_	_	_	_	_	_	_	NoSpaceAfter
29)	B-primary-partial	_	_	_	_	_	_	_	InPrimaryReference|Partial-0:2
informed	O	_	_	_	_	_	_	_	_
Odysseus	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
who	O	_	_	_	_	_	_	_	_
reached	O	_	_	_	_	_	_	_	_
the	O	_	_	_	_	_	_	_	_
tent	O	_	_	_	_	_	_	_	_
of	O	_	_	_	_	_	_	_	_
Ajax	O	_	_	_	_	_	_	_	_
very	O	_	_	_	_	_	_	_	_
soon	O	_	_	_	_	_	_	_	_
after	O	_	_	_	_	_	_	_	_
the	O	_	_	_	_	_	_	_	_
tatters	O	_	_	_	_	_	_	_	_
return	O	_	_	_	_	_	_	_	NoSpaceAfter
;	O	_	_	_	_	_	_	_	_
as	O	_	_	_	_	_	_	_	_
is	O	_	_	_	_	_	_	_	_
shown	O	_	_	_	_	_	_	_	_
by	O	_	_	_	_	_	_	_	_
296-304	B-primary-partial	_	_	_	_	_	_	_	InPrimaryReference
compared	O	_	_	_	_	_	_	_	_
with	O	_	_	_	_	_	_	_	EndOfSentence
νέμει	O	_	_	_	_	_	_	_	NoSpaceAfter
:	O	_	_	_	_	_	_	_	_
cp	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	_
Galea	B-primary-full	_	_	_	_	_	_	_	InPrimaryReference
7	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter
.	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference
582	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference
(	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter
Κuhn)	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|Partial-0:4
οὐκ	O	_	_	_	_	_	_	_	_
ἴσην	O	_	_	_	_	_	_	_	_
ἅπασι	O	_	_	_	_	_	_	_	_
νέμει	O	_	_	_	_	_	_	_	_
τὴν	O	_	_	_	_	_	_	_	_
αἰτίαν	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	_
The	O	_	_	_	_	_	_	_	_
corrupi	O	_	_	_	_	_	_	_	NoSpaceAfter
τρέπει	O	_	_	_	_	_	_	_	_
may	O	_	_	_	_	_	_	_	_
have	O	_	_	_	_	_	_	_	_
come	O	_	_	_	_	_	_	_	_
from	O	_	_	_	_	_	_	_	_
the	O	_	_	_	_	_	_	_	_
glos	O	_	_	_	_	_	_	_	_
on	O	_	_	_	_	_	_	_	_
ἐκείνῳ	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	_
νέμει	O	_	_	_	_	_	_	_	_
which	O	_	_	_	_	_	_	_	_
occurs	O	_	_	_	_	_	_	_	_
in	O	_	_	_	_	_	_	_	_
some	O	_	_	_	_	_	_	_	_
of	O	_	_	_	_	_	_	_	_
the	O	_	_	_	_	_	_	_	_
later	O	_	_	_	_	_	_	_	_
MSS.	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
εἰς	O	_	_	_	_	_	_	_	_
αὐτὸν	O	_	_	_	_	_	_	_	_
τρέπει	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	EndOfSentence
This	O	_	_	_	_	_	_	_	_
is	O	_	_	_	_	_	_	_	_
one	O	_	_	_	_	_	_	_	_
of	O	_	_	_	_	_	_	_	_
the	O	_	_	_	_	_	_	_	_
few	O	_	_	_	_	_	_	_	_
instances	O	_	_	_	_	_	_	_	_
(	O	_	_	_	_	_	_	_	NoSpaceAfter
like	O	_	_	_	_	_	_	_	_
Ant	B-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter
.	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference
386	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference
and	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference
831	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter
)	O	_	_	_	_	_	_	_	_
where	O	_	_	_	_	_	_	_	_
a	O	_	_	_	_	_	_	_	_
true	O	_	_	_	_	_	_	_	_
reading	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
lost	O	_	_	_	_	_	_	_	_
in	O	_	_	_	_	_	_	_	_
L	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
has	O	_	_	_	_	_	_	_	_
been	O	_	_	_	_	_	_	_	_
preserved	O	_	_	_	_	_	_	_	_
in	O	_	_	_	_	_	_	_	_
other	O	_	_	_	_	_	_	_	_
MSs	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	_
Cp	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	_
crit	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	_
notes	O	_	_	_	_	_	_	_	_
on	O	_	_	_	_	_	_	_	_
44	B-secondary-partial	_	_	_	_	_	_	_	InSecondaryReference|NoSpaceAfter
,	I-secondary-partial	_	_	_	_	_	_	_	InSecondaryReference
61	I-secondary-partial	_	_	_	_	_	_	_	InSecondaryReference|NoSpaceAfter
.	O	_	_	_	_	_	_	_	EndOfSentence
29	O	_	_	_	_	_	_	_	_
τς	O	_	_	_	_	_	_	_	_
placed	O	_	_	_	_	_	_	_	_
before	O	_	_	_	_	_	_	_	_
its	O	_	_	_	_	_	_	_	_
noun	O	_	_	_	_	_	_	_	_
:	O	_	_	_	_	_	_	_	_
1163	B-primary-partial	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter
:	O	_	_	_	_	_	_	_	_
Ph	B-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter
.	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference
519.—ἐπτὴρ	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter|Partial-0:3
,	O	_	_	_	_	_	_	_	_
a	O	_	_	_	_	_	_	_	_
scout	O	_	_	_	_	_	_	_	NoSpaceAfter
;	O	_	_	_	_	_	_	_	_
cp	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	_
Of	B-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter
.	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference
14	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter
.	O	_	_	_	_	_	_	_	EndOfSentence
